Date,1 oz,,1/2 oz,,1/4 oz,
,Selling,Buying,Selling,Buying,Selling,Buying
19-Dec-22,"8,418","8,071","4,288","4,036","2,184","2,018"
20-Dec-22,"8,394","8,059","4,276","4,029","2,178","2,015"
21-Dec-22,"8,558","8,217","4,360","4,108","2,220","2,054"
22-Dec-22,"8,546","8,208","4,354","4,104","2,217","2,052"
23-Dec-22,"8,434","8,098","4,297","4,049","2,188","2,024"
27-Dec-22,"8,455","8,119","4,307","4,060","2,194","2,030"
28-Dec-22,"8,508","8,169","4,334","4,084","2,207","2,042"
29-Dec-22,"8,488","8,149","4,324","4,074","2,202","2,037"
30-Dec-22,"8,506","8,166","4,333","4,083","2,207","2,042"
03-Jan-23,"8,551","8,209","4,356","4,104","2,218","2,052"
04-Jan-23,"8,602","8,258","4,382","4,129","2,232","2,065"
05-Jan-23,"8,667","8,324","4,415","4,162","2,249","2,081"
06-Jan-23,"8,552","8,214","4,357","4,107","2,219","2,053"
09-Jan-23,"8,678","8,332","4,421","4,166","2,251","2,083"
10-Jan-23,"8,670","8,333","4,417","4,166","2,249","2,083"
11-Jan-23,"8,707","8,367","4,436","4,183","2,259","2,092"
12-Jan-23,"8,692","8,346","4,428","4,173","2,255","2,086"
13-Jan-23,"8,723","8,385","4,444","4,193","2,263","2,096"
16-Jan-23,"8,816","8,472","4,491","4,236","2,287","2,118"
17-Jan-23,"8,784","8,440","4,475","4,220","2,279","2,110"
18-Jan-23,"8,752","8,413","4,459","4,207","2,271","2,103"
19-Jan-23,"8,738","8,401","4,452","4,200","2,267","2,100"
20-Jan-23,"8,813","8,469","4,490","4,234","2,286","2,117"
25-Jan-23,"8,789","8,436","4,477","4,218","2,280","2,109"
26-Jan-23,"8,799","8,447","4,482","4,224","2,283","2,112"
27-Jan-23,"8,698","8,350","4,431","4,175","2,257","2,088"
30-Jan-23,"8,675","8,328","4,419","4,164","2,251","2,082"
31-Jan-23,"8,659","8,313","4,411","4,157","2,246","2,078"
01-Feb-23,"8,623","8,286","4,393","4,143","2,237","2,072"
02-Feb-23,"8,766","8,411","4,466","4,205","2,274","2,103"
03-Feb-23,"8,658","8,302","4,410","4,151","2,246","2,075"
07-Feb-23,"8,564","8,201","4,363","4,101","2,222","2,050"
08-Feb-23,"8,538","8,206","4,349","4,103","2,215","2,051"
09-Feb-23,"8,553","8,220","4,357","4,110","2,219","2,055"
10-Feb-23,"8,533","8,192","4,347","4,096","2,214","2,048"
13-Feb-23,"8,575","8,232","4,368","4,116","2,225","2,058"
14-Feb-23,"8,566","8,224","4,364","4,112","2,222","2,056"
15-Feb-23,"8,579","8,240","4,371","4,120","2,226","2,060"
16-Feb-23,"8,579","8,236","4,370","4,118","2,226","2,059"
17-Feb-23,"8,600","8,258","4,381","4,129","2,231","2,065"
20-Feb-23,"8,626","8,282","4,394","4,141","2,238","2,070"
21-Feb-23,"8,656","8,322","4,410","4,161","2,246","2,080"
22-Feb-23,"8,660","8,315","4,412","4,158","2,247","2,079"
23-Feb-23,"8,604","8,271","4,383","4,136","2,232","2,068"
24-Feb-23,"8,578","8,244","4,370","4,122","2,225","2,061"
27-Feb-23,"8,568","8,237","4,365","4,119","2,223","2,059"
28-Feb-23,"8,614","8,270","4,388","4,135","2,235","2,068"
01-Mar-23,"8,682","8,346","4,423","4,173","2,252","2,086"
02-Mar-23,"8,713","8,366","4,439","4,183","2,260","2,092"
03-Mar-23,"8,745","8,396","4,455","4,198","2,269","2,099"
06-Mar-23,"8,789","8,429","4,478","4,215","2,280","2,107"
07-Mar-23,"8,767","8,416","4,466","4,208","2,275","2,104"
08-Mar-23,"8,677","8,325","4,420","4,162","2,251","2,081"
09-Mar-23,"8,709","8,366","4,437","4,183","2,259","2,092"
10-Mar-23,"8,786","8,441","4,476","4,221","2,279","2,110"
13-Mar-23,"8,999","8,621","4,584","4,310","2,335","2,155"
14-Mar-23,"9,104","8,731","4,638","4,366","2,362","2,183"
15-Mar-23,"9,036","8,675","4,603","4,338","2,344","2,169"
16-Mar-23,"9,187","8,813","4,680","4,407","2,383","2,203"
17-Mar-23,"9,174","8,817","4,674","4,409","2,380","2,204"
20-Mar-23,"9,392","9,017","4,785","4,508","2,437","2,254"
21-Mar-23,"9,396","9,029","4,787","4,514","2,438","2,257"
22-Mar-23,"9,216","8,858","4,695","4,429","2,391","2,215"
23-Mar-23,"9,293","8,931","4,734","4,465","2,411","2,233"
24-Mar-23,"9,339","8,975","4,757","4,488","2,423","2,244"
27-Mar-23,"9,274","8,914","4,724","4,457","2,406","2,228"
28-Mar-23,"9,181","8,823","4,677","4,412","2,382","2,206"
29-Mar-23,"9,186","8,826","4,680","4,413","2,383","2,206"
30-Mar-23,"9,204","8,836","4,689","4,418","2,388","2,209"
31-Mar-23,"9,276","8,910","4,726","4,455","2,407","2,228"
03-Apr-23,"9,203","8,831","4,688","4,415","2,388","2,208"
04-Apr-23,"9,271","8,905","4,723","4,452","2,405","2,226"
05-Apr-23,"9,429","9,060","4,804","4,530","2,446","2,265"
06-Apr-23,"9,445","9,068","4,812","4,534","2,450","2,267"
07-Apr-23,"9,378","9,003","4,777","4,502","2,433","2,251"
10-Apr-23,"9,362","8,989","4,769","4,495","2,429","2,247"
11-Apr-23,"9,346","8,974","4,761","4,487","2,452","2,243"
12-Apr-23,"9,395","9,027","4,786","4,514","2,437","2,257"
13-Apr-23,"9,423","9,053","4,800","4,527","2,445","2,263"
14-Apr-23,"9,499","9,134","4,839","4,567","2,464","2,283"
17-Apr-23,"9,382","9,008","4,779","4,504","2,434","2,252"
18-Apr-23,"9,355","8,992","4,766","4,496","2,427","2,248"
19-Apr-23,"9,426","9,050","4,802","4,525","2,446","2,263"
20-Apr-23,"9,392","9,017","4,785","4,509","2,437","2,254"
25-Apr-23,"9,372","8,990","4,774","4,495","2,431","2,247"
26-Apr-23,"9,462","9,093","4,820","4,546","2,455","2,273"
27-Apr-23,"9,425","9,049","4,802","4,525","2,445","2,262"
28-Apr-23,"9,395","9,024","4,786","4,512","2,437","2,256"
02-May-23,"9,387","9,022","4,782","4,511","2,435","2,256"
03-May-23,"9,530","9,159","4,855","4,580","2,472","2,290"
05-May-23,"9,653","9,268","4,917","4,634","2,504","2,317"
08-May-23,"9,499","9,114","4,839","4,557","2,464","2,278"
09-May-23,"9,510","9,142","4,845","4,571","2,467","2,285"
10-May-23,"9,622","9,241","4,902","4,621","2,496","2,310"
11-May-23,"9,598","9,220","4,890","4,610","2,490","2,305"
12-May-23,"9,579","9,203","4,880","4,602","2,485","2,301"
15-May-23,"9,552","9,177","4,866","4,589","2,478","2,294"
16-May-23,"9,605","9,232","4,893","4,616","2,492","2,308"
17-May-23,"9,537","9,158","4,858","4,579","2,474","2,289"
18-May-23,"9,510","9,133","4,845","4,566","2,467","2,283"
19-May-23,"9,441","9,069","4,810","4,534","2,449","2,267"
22-May-23,"9,522","9,147","4,851","4,573","2,470","2,287"
23-May-23,"9,511","9,136","4,845","4,568","2,467","2,284"
24-May-23,"9,589","9,214","4,885","4,607","2,488","2,304"
25-May-23,"9,557","9,194","4,869","4,597","2,479","2,298"
26-May-23,"9,520","9,156","4,850","4,578","2,470","2,289"
29-May-23,"9,490","9,113","4,834","4,556","2,462","2,278"
30-May-23,"9,496","9,123","4,838","4,561","2,464","2,281"
31-May-23,"9,550","9,181","4,865","4,591","2,477","2,295"
01-Jun-23,"9,609","9,243","4,895","4,621","2,493","2,311"
02-Jun-23,"9,634","9,256","4,908","4,628","2,500","2,314"
06-Jun-23,"9,552","9,170","4,866","4,585","2,478","2,293"
07-Jun-23,"9,594","9,226","4,888","4,613","2,489","2,306"
08-Jun-23,"9,506","9,128","4,843","4,564","2,466","2,282"
09-Jun-23,"9,602","9,220","4,892","4,610","2,491","2,305"
12-Jun-23,"9,593","9,224","4,887","4,612","2,489","2,306"
13-Jun-23,"9,610","9,238","4,896","4,619","2,493","2,309"
14-Jun-23,"9,532","9,160","4,856","4,580","2,473","2,290"
15-Jun-23,"9,513","9,141","4,846","4,570","2,468","2,285"
16-Jun-23,"9,558","9,186","4,869","4,593","2,480","2,296"
19-Jun-23,"9,589","9,208","4,885","4,604","2,488","2,302"
20-Jun-23,"9,587","9,213","4,884","4,606","2,487","2,303"
21-Jun-23,"9,536","9,163","4,858","4,582","2,474","2,291"
22-Jun-23,"9,522","9,144","4,851","4,572","2,470","2,286"
23-Jun-23,"9,470","9,109","4,824","4,554","2,457","2,277"
26-Jun-23,"9,555","9,175","4,868","4,587","2,479","2,294"
27-Jun-23,"9,543","9,170","4,861","4,585","2,476","2,293"
28-Jun-23,"9,466","9,101","4,822","4,551","2,456","2,275"
30-Jun-23,"9,488","9,120","4,833","4,560","2,461","2,280"
03-Jul-23,"9,485","9,107","4,832","4,554","2,461","2,277"
04-Jul-23,"9,511","9,137","4,845","4,569","2,467","2,284"
05-Jul-23,"9,514","9,135","4,847","4,567","2,468","2,284"
06-Jul-23,"9,479","9,110","4,829","4,555","2,459","2,278"
07-Jul-23,"9,466","9,095","4,822","4,547","2,456","2,274"
10-Jul-23,"9,502","9,124","4,840","4,562","2,465","2,281"
11-Jul-23,"9,537","9,158","4,859","4,579","2,474","2,289"
12-Jul-23,"9,557","9,175","4,868","4,588","2,479","2,294"
13-Jul-23,"9,585","9,210","4,883","4,605","2,487","2,302"
14-Jul-23,"9,447","9,073","4,813","4,537","2,451","2,268"
17-Jul-23,"9,376","9,018","4,777","4,509","2,433","2,254"
18-Jul-23,"9,416.62","9,054.30","4,797.15","4,527.15","2,442.99","2,263.57"
20-Jul-23,"9,567","9,201","4,874","4,600","2,482","2,300"
21-Jul-23,"9,535","9,159","4,858","4,579","2,474","2,290"
24-Jul-23,"9,500","9,125","4,840","4,562","2,465","2,281"
25-Jul-23,"9,478","9,111","4,829","4,555","2,459","2,278"
26-Jul-23,"9,508","9,138","4,844","4,569","2,467","2,285"
27-Jul-23,"9,481","9,107","4,830","4,553","2,460","2,277"
28-Jul-23,"9,394","9,033","4,786","4,516","2,437","2,258"
31-Jul-23,"9,452","9,083","4,815","4,541","2,452","2,271"
01-Aug-23,"9,390","9,024","4,784","4,512","2,436","2,256"
02-Aug-23,"9,360","8,994","4,768","4,497","2,428","2,248"
03-Aug-23,"9,377","9,017","4,777","4,508","2,433","2,254"
04-Aug-23,"9,347","8,979","4,761","4,490","2,425","2,245"
07-Aug-23,"9,382","9,012","4,780","4,506","2,434","2,253"
08-Aug-23,"9,365","8,993","4,771","4,497","2,430","2,248"
09-Aug-23,"9,367","9,007","4,772","4,503","2,430","2,252"
10-Aug-23,"9,293","8,922","4,734","4,461","2,411","2,231"
11-Aug-23,"9,294","8,929","4,735","4,464","2,411","2,232"
14-Aug-23,"9,342","8,968","4,759","4,484","2,424","2,242"
15-Aug-23,"9,355.53","8,992.77","4,766.03","4,496.39","2,427.14","2,248.19"
16-Aug-23,"9,351","8,989","4,764","4,494","2,426","2,247"
17-Aug-23,"9,325","8,960","4,750","4,480","2,419","2,240"
18-Aug-23,"9,311","8,948","4,743","4,474","2,416","2,237"
21-Aug-23,"9,318","8,956","4,747","4,478","2,417","2,239"
22-Aug-23,"9,339","8,975","4,758","4,488","2,423","2,244"
23-Aug-23,"9,379","9,010","4,778","4,505","2,433","2,252"
24-Aug-23,"9,454","9,078","4,816","4,539","2,453","2,269"
25-Aug-23,"9,458","9,090","4,818","4,545","2,454","2,272"
28-Aug-23,"9,429","9,059","4,803","4,530","2,446","2,265"
29-Aug-23,"9,483","9,112","4,831","4,556","2,460","2,278"
30-Aug-23,"9,525","9,148","4,852","4,574","2,471","2,287"
01-Sep-23,"9,534","9,160","4,857","4,580","2,474","2,290"
04-Sep-23,"9,587","9,186","4,884","4,593","2,487","2,297"
05-Sep-23,"9,570","9,200","4,875","4,600","2,483","2,300"
06-Sep-23,"9,547","9,169","4,864","4,585","2,477","2,292"
07-Sep-23,"9,504","9,139","4,842","4,570","2,466","2,285"
08-Sep-23,"9,528","9,159","4,854","4,580","2,472","2,290"
11-Sep-23,"9,520","9,152","4,850","4,576","2,470","2,288"
12-Sep-23,"9,523","9,157","4,852","4,579","2,471","2,289"
13-Sep-23,"9,482","9,114","4,830","4,557","2,460","2,279"
14-Sep-23,"9,484","9,117","4,831","4,559","2,460","2,279"
15-Sep-23,"9,493","9,125","4,836","4,563","2,463","2,281"
18-Sep-23,"9,550","9,182","4,865","4,591","2,478","2,295"
19-Sep-23,"9,616","9,246","4,899","4,623","2,495","2,311"
20-Sep-23,"9,608","9,239","4,895","4,619","2,493","2,310"
21-Sep-23,"9,603","9,236","4,892","4,618","2,491","2,309"
22-Sep-23,"9,559","9,183","4,870","4,591","2,480","2,296"
25-Sep-23,"9,569","9,197","4,875","4,598","2,483","2,299"
26-Sep-23,"9,527","9,158","4,853","4,579","2,472","2,289"
27-Sep-23,"9,471","9,103","4,825","4,552","2,457","2,276"
29-Sep-23,"9,299","8,942","4,737","4,471","2,412","2,236"
02-Oct-23,"9,203","8,846","4,688","4,423","2,387","2,211"
03-Oct-23,"9,130","8,776","4,651","4,388","2,369","2,194"
04-Oct-23,"9,140","8,780","4,656","4,390","2,371","2,195"
05-Oct-23,"9,141","8,782","4,657","4,391","2,372","2,195"
06-Oct-23,"9,125","8,771","4,649","4,385","2,367","2,193"
09-Oct-23,"9,240","8,882","4,707","4,441","2,397","2,221"
10-Oct-23,"9,330","8,970","4,753","4,485","2,421","2,242"
11-Oct-23,"9,332","8,971","4,754","4,485","2,421","2,243"
12-Oct-23,"9,388","9,020","4,783","4,510","2,436","2,255"
13-Oct-23,"9,394","9,030","4,786","4,515","2,437","2,258"
16-Oct-23,"9,674","9,289","4,928","4,645","2,510","2,322"
17-Oct-23,"9,629","9,259","4,905","4,629","2,498","2,315"
18-Oct-23,"9,679","9,306","4,931","4,653","2,511","2,326"
19-Oct-23,"9,857","9,480","5,021","4,740","2,557","2,370"
20-Oct-23,"10,003","9,613","5,096","4,807","2,595","2,403"
23-Oct-23,"9,990","9,604","5,089","4,802","2,592","2,401"
24-Oct-23,"10,023","9,631","5,106","4,815","2,600","2,408"
25-Oct-23,"10,018","9,630","5,104","4,815","2,599","2,408"
26-Oct-23,"10,075","9,685","5,132","4,842","2,614","2,421"
27-Oct-23,"10,066","9,669","5,128","4,834","2,611","2,417"
30-Oct-23,"10,161","9,768","5,177","4,884","2,636","2,442"
31-Oct-23,"10,079","9,677","5,135","4,839","2,615","2,419"
01-Nov-23,"10,035","9,646","5,112","4,823","2,603","2,412"
02-Nov-23,"10,007","9,619","5,098","4,810","2,596","2,405"
03-Nov-23,"10,007","9,616","5,098","4,808","2,596","2,404"
06-Nov-23,"9,888","9,494","5,037","4,747","2,565","2,374"
07-Nov-23,"9,751","9,359","4,967","4,679","2,530","2,340"
08-Nov-23,"9,728","9,357","4,956","4,678","2,524","2,339"
09-Nov-23,"9,698","9,319","4,941","4,660","2,516","2,330"
10-Nov-23,"9,823","9,436","5,004","4,718","2,548","2,359"
14-Nov-23,"9,722","9,340","4,953","4,670","2,522","2,335"
15-Nov-23,"9,709","9,327","4,946","4,663","2,519","2,332"
16-Nov-23,"9,743","9,351","4,963","4,676","2,528","2,338"
17-Nov-23,"9,831","9,454","5,008","4,727","2,551","2,364"
20-Nov-23,"9,784","9,403","4,984","4,701","2,538","2,351"
21-Nov-23,"9,793","9,414","4,989","4,707","2,541","2,353"
